name,brand,categories,prices,reviews
FirstMate Limited Ingredient Diet Grain-Free Chicken Meal with Blueberries Formula Dry Dog Food,FirstMate,a/b,"{'28.6-lb bag': '$84.79', '5-lb bag': '$25.43', '14.5-lb bag': '$48.75'}",33 Reviews
"Forza10 Nutraceutic Sensitive Ear Plus Grain-Free Dry Dog Food, 25-lb bag",Forza10,a/b,"{'25-lb bag': '$83.99', '9-lb bag': '$45.90'}",19 Reviews
Artemis Fresh Mix Small Breed Adult Formula Dry Dog Food,Artemis,a/b,"{'4-lb bag': '$14.90', '14-lb bag': '$38.99', '15-lb bag': '$35.99', '28-lb bag': '$66.99', '30-lb bag': '$69.73'}",29 Reviews
"
        Merrick Lil' Plates Grain-Free Real Chicken & Sweet Potato Dry Dog Food",Merrick,a/b,"{'4-lb bag': '21.98', '12-lb bag': '44.98', '20-lb bag': '59.98'}",166 Reviews
"
        Go! Solutions Skin + Coat Care Chicken Recipe Dry Dog Food",Go!,a/b,"{'12-lb bag': '33.99', '25-lb bag': '58.99', '3.5-lb bag': '12.99'}",29 Reviews
Beaverdam Pet Food Eli's Select 33/16 Grain-Free Dry Dog Food,Beaverdam Pet Food,a/b,"{'40-lb bag': '$67.55', '5-lb bag': '$17.75', '20-lb bag': '$43.36'}",25 Reviews
"
        Bundle: Wellness CORE Reduced Fat Formula Dry Food + Weight Management Formula Canned Dog Food", Wellness ,a/b,$121.55,Read  1 Review
"
        Bundle: Natural Balance Vegetarian Formula Dry + Canned Dog Food", Natural Balance ,a/b,$90.66,0
Essence Ocean & Freshwater Recipe Grain-Free Dry Dog Food,Essence,a/b,"{'25-lb bag': '$91.99', '4-lb bag': '$18.99', '12.5-lb bag': '$48.99'}",7 Reviews
"
        VICTOR Select Yukon River Canine Recipe Grain-Free Dry Dog Food",VICTOR,a/b,"{'15-lb bag': '38.95', '5-lb bag': '17.99', '30-lb bag': '67.99'}",516 Reviews
"
        Blue Buffalo Basics Skin & Stomach Care Healthy Weight Turkey & Potato Recipe Adult Dry Dog Food",Blue Buffalo,a/b,"{'4-lb bag': '23.99', '24-lb bag': '64.99'}",168 Reviews
"
        Bundle: Purina Beyond Superfood Blend Wild-Caught Salmon, Egg & Pumpkin Recipe Dry Food + Alaskan Cod, Salmon & Sweet Potato Canned Dog Food", Purina Beyond ,a/b,$53.59,3 Reviews
"
        Bundle: Taste of the Wild Sierra Mountain Grain-Free Dry Food + American Journey Peanut Butter Recipe Grain-Free Oven Baked Crunchy Biscuit Dog Treats", Taste of the Wild ,a/b,$58.28,0
Dr. Gary's Best Breed Holistic German Dry Dog Food,Dr. Gary's Best Breed,a/b,"{'30-lb bag': '$58.99', '4-lb bag': '$14.54', '15-lb bag': '$33.04', '28-lb bag': None, '13-lb bag': '$31.99'}",105 Reviews
"
        Bundle: Blue Buffalo Basics Skin & Stomach Care Grain-Free Formula Salmon & Potato Recipe Adult Dry Food + Biscuits Salmon & Potato Dog Treats", Blue Buffalo ,a/b,$68.46,Read  1 Review
"Wysong Epigen 90 Starch-Free Formula Grain-Free Dry Dog & Cat Food, 5-lb bag",Wysong,a/b,"{'5-lb bag': '$22.49', '2-lb bag': '$11.46'}",161 Reviews
"
        Wellness Simple Limited Ingredient Diet Grain-Free Healthy Weight Salmon & Peas Formula Dry Dog Food, 24-lb bag",Wellness,a/b,$74.98,141 Reviews
"
        Diamond Naturals Small Breed Adult Chicken & Rice Formula Dry Dog Food",Diamond,a/b,"{'18-lb bag': '29.99', '6-lb bag': '16.49', '18-lb bag, bundle of 2': '56.98'}",238 Reviews
Zignature Select Cuts Lamb & Lamb Meal Formula Dry Dog Food,Zignature,a/b,"{'25-lb bag': '$73.99', '4-lb bag': '$16.99', '12.5-lb bag': '$35.99'}",25 Reviews
"
        Instinct Original Grain-Free Recipe with Real Chicken Freeze-Dried Raw Coated Dry Dog Food",Instinct,a/b,"{'22.5-lb bag': '72.44', '4-lb bag': '25.99'}",307 Reviews
"
        Bundle: American Journey Active Life Formula Lamb & Garden Vegetables Recipe Canned Dog Food + Lamb, Brown Rice & Vegetables Recipe Dry Food", American Journey ,a/b,$70.33,0
Now Fresh Grain-Free Small Breed Adult Recipe Dry Dog Food,Now Fresh,a/b,"{'6-lb bag': '$35.99', '3.5-lb bag': '$22.99', '6-lb bag (Original)': '$33.25', '12-lb bag (Original)': '$58.99', '12-lb bag': '$52.48', '22-lb bag': '$88.99', '25-lb bag': '$82.94'}",247 Reviews
Hill's Prescription Diet c/d Multicare Urinary Care Chicken Flavor Dry Dog Food,Hill's Prescription Diet,a/b,"{'27.5-lb bag': '$100.99', '8.5-lb bag (Original)': '$36.12', '17.6-lb bag (Original)': '$53.39', '35-lb bag (Original)': '$93.24', '8.5-lb bag': '$43.99', '17.6-lb bag': '$75.99'}",686 Reviews
AvoDerm Weight Support Chicken Meal & Brown Rice Recipe Dry Dog Food,AvoDerm,a/b,"{'28-lb bag': '$54.99', '4.4-lb bag': '$13.61', '14-lb bag': '$34.40', '17-lb bag': '$28.66', '30-lb bag': '$45.87'}",51 Reviews
"
        Purina Beyond Natural Grain-Free White Meat Chicken & Egg Recipe Dry Dog Food",Purina Beyond,a/b,"{'13-lb bag': '27.45', '3-lb bag': '11.99', '23-lb bag': '43.99'}",167 Reviews
"
        Annamaet 25% Medium & Large Breed Dry Dog Food",Annamaet,a/b,"{'12-lb bag': '31.99', '5-lb bag': '20.99', '25-lb bag': '61.99', '40-lb bag': '81.55'}",91 Reviews
"
        Hill's Prescription Diet w/d Multi-Benefit Chicken Flavor Dry Dog Food",Hill's Prescription Diet,a/b,"{'17.6-lb bag': '73.99', '8.5-lb bag': '42.99', '27.5-lb bag': '101.99'}",1059 Reviews
"
        Stella & Chewy's Wild Red Raw Coated Kibble Grain-Free Prairie Recipe Dry Dog Food",Stella & Chewy's,a/b,"{'1-lb bag': '3.75', '3.5-lb bag': '14.69', '21-lb bag': '51.09'}",8 Reviews
Freely Lamb Recipe Grain-Free Dry Dog Food,Freely,a/b,"{'21-lb bag': '$69.99', '4-lb bag': '$19.99'}",3 Reviews
"
        Bundle: Blue Buffalo Wilderness Salmon Recipe Grain-Free Dry Food + Trail Treats Grain-Free Salmon Biscuits Dog Treats", Blue Buffalo ,a/b,$69.46,2 Reviews
Holistic Select Weight Management Chicken Meal & Peas Recipe Dry Dog Food,Holistic Select,a/b,"{'24-lb bag': '$77.99', '4-lb bag': '$16.99', '5.5-lb bag': '$17.98', '12-lb bag': '$46.99', '14-lb bag': '$38.60', '28-lb bag': '$54.72'}",46 Reviews
"
        Bundle: ACANA Red Meat Recipe + Rescue Care For Adopted Dogs Dry Dog Food", ACANA ,a/b,$86.98,0
"
        Castor & Pollux Pristine Grain-Free Grass-Fed Beef & Sweet Potato Recipe with Raw Bites Dry Dog Food",Castor & Pollux,a/b,"{'4-lb bag': '23.99', '18-lb bag': '78.28', '10-lb bag': '52.08'}",20 Reviews
"
        Eukanuba Adult Large Breed Lamb 1st Ingredient Dry Dog Food",Eukanuba,a/b,"{'30-lb bag': '67.69', '15-lb bag': '43.59'}",70 Reviews
"
        Bundle: American Journey Active Life Formula Chicken & Garden Vegetables Recipe Canned Dog Food +  Chicken, Brown Rice & Vegetables Recipe Dry Food", American Journey ,a/b,$71.08,0
"
        CANIDAE Grain-Free PURE Limited Ingredient Bison, Lentil & Carrot Recipe Dry Dog Food",CANIDAE,a/b,"{'10-lb bag': '42.13', '21-lb bag': '72.41', '4-lb bag': '24.99'}",330 Reviews
"
        Hill's Prescription Diet d/d Skin/Food Sensitivities Potato & Venison Dry Dog Food",Hill's Prescription Diet,a/b,"{'8-lb bag': '53.99', '17.6-lb bag': '95.99', '25-lb bag': '118.99'}",222 Reviews
"
        Bundle: Zignature Limited Ingredient Formula Trout & Salmon Meal Dry Food + Venison Formula Ziggy Bars Biscuit Dog Treats", Zignature ,a/b,$81.49,Read  1 Review
"
        Nature's Logic Canine Lamb Meal Feast All Life Stages Dry Dog Food",Nature's Logic,a/b,"{'25-lb bag': '94.99', '4.4-lb bag': '21.99', '13-lb bag': '57.99'}",116 Reviews
"
        Bundle: Hill's Science Diet Adult Small & Mini Perfect Weight Dry Food, 15-lb bag + Perfect Weight Hearty Vegetable & Chicken Stew Canned Dog Food", Hill's Science Diet ,a/b,$82.67,0
"
        Diamond Naturals Grain-Free Chicken & Sweet Potato Formula Dry Dog Food",Diamond,a/b,"{'5-lb bag': '13.99', '14-lb bag': '28.99', '28-lb bag, bundle of 2': '91.18', '28-lb bag': '47.99'}",95 Reviews
"
        Hill's Prescription Diet Metabolic + Mobility Chicken Flavor Dry Dog Food",Hill's Prescription Diet,a/b,"{'8.5 lb bag': '48.99', '24-lb bag': '106.99', '15-lb bag': '78.99'}",569 Reviews
"Nulo Frontrunner Ancient Grain Beef, Barley & Lamb Adult Dry Dog Food",Nulo,a/b,"{'25-lb bag': '$62.99', '3-lb bag': '$10.50', '5-lb bag': '$17.99', '11-lb bag': '$29.99', '23-lb bag': '$52.99'}",25 Reviews
"
        Blue Buffalo Life Protection Formula Large Breed Healthy Weight Adult Chicken & Brown Rice Recipe Dry Dog Food",Blue Buffalo,a/b,"{'34-lb bag': '60.06', '30-lb bag': '58.98'}",222 Reviews
"
        Nature's Logic Canine Pork Meal Feast All Life Stages Dry Dog Food",Nature's Logic,a/b,"{'4.4 lb bag': '19.99', '13-lb bag': '47.99', '25-lb bag': '82.99'}",79 Reviews
"
        Bundle: Wellness Large Breed Complete Health Adult Deboned Chicken & Brown Rice Recipe Dry Food + Greenies Large Dental Dog Treats", Wellness ,a/b,$98.96,0
Horizon Amicus Small & Mini Breed Grain-Free Salmon Formula Dry Dog Food,Horizon,a/b,"{'11-lb bag': '$37.99', '5.5-lb bag': '$25.99'}",1 Review
"
        Bundle: Blue Buffalo Wilderness Chicken Recipe Grain-Free Dry Food + American Journey Stews Chicken & Vegetables Recipe in Gravy Grain-Free Canned Dog Food", Blue Buffalo ,a/b,$86.97,0
Now Fresh Grain-Free Adult Red Meat Recipe Dry Dog Food,Now Fresh,a/b,"{'22-lb bag': '$93.40', '3.5-lb bag': '$24.99', '6-lb bag': '$31.90', '25-lb bag': '$89.99'}",41 Reviews
Lotus Oven-Baked Grain-Free Turkey Recipe Dry Dog Food,Lotus,a/b,"{'10-lb bag': '$54.49', '4-lb bag': '$27.49', '20-lb bag': '$94.49'}",15 Reviews
Healthy Dogma PetMix Chicken Dinner Freeze-Dried Supplemental Dog Food,Healthy Dogma,a/b,"{'10-lb bag': '$99.95', '2-lb bag': '$24.95'}",1 Review
"
        Bundle: Hill's Science Diet Adult Large Breed Light With Chicken Meal & Barley Dry Food + Perfect Weight Hearty Vegetable & Chicken Stew Canned Dog Food", Hill's Science Diet ,a/b,$97.63,Read  1 Review
"
        American Journey Active Life Formula Lamb, Brown Rice & Vegetables Recipe Dry Dog Food",American Journey,a/b,"{'28-lb bag': '49.99', '4-lb bag': '10.99', '14-lb bag': '29.99'}",511 Reviews
"
        Bundle: Merrick Real Chicken + Sweet Potato Recipe Grain-Free Adult Dry Food + Power Bites Real Texas Beef Recipe Grain-Free Soft & Chewy Dog Treats", Merrick ,a/b,$71.86,Read  1 Review
Royal Canin Veterinary Diet Adult Urinary SO Dry Dog Food,Royal Canin Veterinary Diet,a/b,"{'25.3-lb bag': '$95.99', '6.6-lb bag': '$36.99', '17.6-lb bag': '$78.99'}",1225 Reviews
"BIXBI Liberty Game Bird Feast Fresh Turkey, Quail & Duck Dry Dog Food",BIXBI,a/b,"{'22-lb bag': '$62.99', '4-lb bag': '$16.99'}",7 Reviews
"
        Bundle: Stella & Chewy's Wild Red Raw Coated Kibble Wholesome Grains Prairie Recipe Dry Food + Wild Red Jerky Nuggets Chicken & Duck Recipe Dog Treats", Stella & Chewy's ,a/b,$12.58,0
"
        Bundle: Nutro Ultra Variety Pack Turkey Entree & Chicken Entree Pate Food Trays with Toppers + Dry Dog Food", Nutro ,a/b,$82.47,0
Hill's Prescription Diet Derm Complete Dry Dog Food,Hill's Prescription Diet,a/b,"{'24-lb bag': '$115.99', '6.5-lb bag': '$42.99', '14.3-lb bag': '$81.99'}",71 Reviews
"
        Bundle: Hill's Science Diet Adult Perfect Weight Chicken Recipe Dry Food, 28.5 lb bag + Hearty Vegetable & Chicken Stew Canned Dog Food", Hill's Science Diet ,a/b,$106.63,Read  1 Review
"
        Health Extension Lite Chicken & Brown Rice Recipe Dry Dog Food",Health Extension,a/b,"{'15-lb bag': '42.98', '30-lb bag': '60.01'}",79 Reviews
Diamond Care Weight Management Formula Adult Grain-Free Dry Dog Food,Diamond,a/b,"{'25-lb bag': '$52.99', '8-lb bag': '$19.99'}",23 Reviews
"
        Earthborn Holistic Venture Limited Ingredient Grain-Free Rabbit Meal & Pumpkin Dry Dog Food",Earthborn Holistic,a/b,"{'25-lb bag': '77.87', '12.5-lb bag': '44.19', '4-lb bag': '18.93'}",201 Reviews
"
        CANIDAE PURE Petite Adult Small Breed Grain-Free with Chicken Dry Dog Food",CANIDAE,a/b,"{'4-lb bag': '19.99', '10-lb bag': '38.99'}",35 Reviews
"
        Bil-Jac Large Breed Adult Chicken Recipe Dry Dog Food",Bil-Jac,a/b,"{'15-lb bag': '44.99', '30-lb bag': '61.99'}",113 Reviews
Tripett Single Animal Protein Green Beef Tripe Dry Dog Food,PetKind,a/b,"{'2-kg bag': '$21.99', '10-kg bag': '$85.99'}",1 Review
"
        American Journey Active Life Formula Small Breed Chicken, Brown Rice & Vegetables Recipe Adult Dry Dog Food, 14-lb bag",American Journey,a/b,"{'14-lb bag, bundle of 2': '56.98', '14-lb bag': '29.99'}",20 Reviews
"
        Bundle: Wellness Simple Limited Ingredient Diet Turkey & Potato Formula Dry Food + WellBites Beef & Turkey Recipe Soft & Chewy Dog Treats", Wellness ,a/b,$82.97,0
"
        Annamaet Grain-Free Aqualuk Cold Water Formula Dry Dog Food",Annamaet,a/b,"{'5-lb bag': '20.99', '25-lb bag': '84.54', '12-lb bag': '47.99'}",78 Reviews
Lotus Oven-Baked Grain-Free Lamb & Turkey Liver Recipe Dry Dog Food,Lotus,a/b,"{'20-lb bag': '$96.99', '4-lb bag': '$27.59', '10-lb bag': '$56.49'}",13 Reviews
"
        Bundle: Purina Pro Plan Adult Shredded Blend Chicken & Rice Formula Dry + Canned Dog Food, 18-lb bag", Purina Pro Plan ,a/b,$66.06,Read  1 Review
"
        Hill's Prescription Diet d/d Skin/Food Sensitivities Potato & Duck Recipe Dry Dog Food",Hill's Prescription Diet,a/b,"{'17.6-lb bag': '92.99', '25-lb bag': '113.99', '8-lb bag': '52.99'}",114 Reviews
"
        Bundle: Wellness CORE Digestive Health Wholesome Grains Chicken & Brown Rice Recipe Dry Food + Chicken & Beef Pate Variety Pack Grain-Free Wet Dog Food", Wellness ,a/b,$93.35,0
"
        Bundle: Blue Buffalo Life Protection Formula Large Breed Healthy Weight Adult Chicken & Brown Rice Recipe Dry Dog Food + True Solutions Fit & Healthy Weight Control Formula Wet Food", Blue Buffalo ,a/b,$84.53,0
Ketogenic Pet Food Keto-Kibble Fat Boost Dry Dog & Cat Food,Ketogenic Pet Food,a/b,"{'8-lb bag': '$48.96', '18-lb bag': '$104.22'}",5 Reviews
"Forza10 Nutraceutic Maintenance Evolution Fish Dry Dog Food, 18-lb bag",Forza10,a/b,{'18-lb bag': '$54.99'},2 Reviews
"
        Bundle: Natural Balance L.I.D. Limited Ingredient Diets Chicken & Sweet Potato Formula Dry Food + Treats Sweet Potato & Chicken Formula Dog Treats, Regular", Natural Balance ,a/b,$70.07,Read  1 Review
"
        Bundle: True Acre Foods Grain-Free Beef & Vegetable Dry Dog Food + All-Natural Dental Chew Sticks, Peanut Butter Flavor", True Acre Foods ,a/b,$70.49,4 Reviews
"CANIDAE Grain-Free PURE Limited Ingredient Lamb, Goat & Venison Meals Recipe Dry Dog Food",CANIDAE,a/b,"{'24-lb bag': '$74.99', '4-lb bag': '$19.99', '12-lb bag': '$42.99'}",104 Reviews
"
        Hill's Prescription Diet j/d Joint Care Chicken Flavor Dry Dog Food",Hill's Prescription Diet,a/b,"{'8.5-lb bag': '44.99', '27.5-lb bag': '108.99'}",238 Reviews
"
        Merrick Lil' Plates Grain-Free Real Beef & Sweet Potato Dry Dog Food",Merrick,a/b,"{'12-lb bag': '44.98', '4-lb bag': '21.98', '20-lb bag': '59.98'}",164 Reviews
"
        Health Extension Large Bites Chicken & Brown Rice Recipe Dry Dog Food",Health Extension,a/b,"{'1-lb bag': '3.49', '30-lb bag': '60.01'}",23 Reviews
Royal Canin Veterinary Diet Adult Gastrointestinal Low Fat Dry Dog Food,Royal Canin Veterinary Diet,a/b,"{'28.6-lb bag': '$109.99', '6.6-lb bag': '$38.99', '17.6-lb bag': '$82.99'}",1758 Reviews
"
        Instinct Raw Boost Skin & Coat Health Grain-Free Recipe with Real Chicken & Freeze-Dried Raw Pieces Adult Dry Dog Food",Instinct,a/b,"{'18-lb bag': '79.95', '4-lb bag': '29.99'}",12 Reviews
"
        Bundle: Hill's Science Diet Adult Large Breed Dry Food + Savory Stew with Beef & Vegetables Canned Dog Food", Hill's Science Diet ,a/b,$92.83,Read  1 Review
"
        Merrick Healthy Grains Large Breed Recipe Dry Dog Food, 30-lb bag",Merrick,a/b,$74.98,29 Reviews
Nulo Freestyle Cod & Lentils Recipe Grain-Free Adult Trim Dry Dog Food,Nulo,a/b,"{'26-lb bag': '$81.82', '4.5-lb bag': '$19.99', '6-lb bag': '$25.99', '11-lb bag': '$38.99', '24-lb bag': '$71.99'}",120 Reviews
"
        Bundle: Blue Buffalo Wilderness Rocky Mountain Recipe with Red Meat Adult Grain-Free Dry Food + Trail Treats Grain-Free Duck Biscuits Dog Treats", Blue Buffalo ,a/b,$69.46,0
"
        CANIDAE Grain-Free PURE Limited Ingredient Wild Boar & Garbanzo Bean Recipe Dry Dog Food",CANIDAE,a/b,"{'24-lb bag': '74.99', '4-lb bag': '17.00'}",67 Reviews
"Explorer Sensitive Skin & Coat Ocean Fish Meal & Oat Recipe Dry Dog Food, 40-lb bag",Black Gold,a/b,{'40-lb bag': '$49.99'},10 Reviews
Forza10 Nutraceutic Active Line OTO Support Diet Dry Dog Food,Forza10,a/b,"{'18-lb bag': '$89.99', '6-lb bag': '$36.56'}",1 Review
"Forza10 Nutraceutic Active Depura Diet Lamb Dry Dog Food, 25-lb bag",Forza10,a/b,{'25-lb bag': '$84.99'},2 Reviews
"
        Wellness CORE Grain-Free Reduced Fat Turkey & Chicken Recipe Dry Dog Food",Wellness,a/b,"{'26-lb bag': '74.99', '12-lb bag': '45.98', '4-lb bag': '19.98'}",503 Reviews
"
        Royal Canin Veterinary Diet Adult Selected Protein PW Dry Dog Food",Royal Canin Veterinary Diet,a/b,"{'7.7-lb bag': '39.99', '30.8-lb bag': '129.99'}",23 Reviews
"
        Bundle: Merrick Real Chicken + Sweet Potato Recipe Dry Dog Food + Wet Dog Food Grammy's Pot Pie", Merrick ,a/b,$100.90,Read  1 Review
"
        Earthborn Holistic Venture Alaska Pollock Meal & Pumpkin Limited Ingredient Diet Grain-Free Dry Dog Food",Earthborn Holistic,a/b,"{'12.5-lb bag': '39.01', '4-lb bag': '18.93', '25-lb bag': '77.87'}",117 Reviews
"
        Hill's Prescription Diet h/d Heart Care Chicken Flavor Dry Dog Food, 17.6-lb bag",Hill's Prescription Diet,a/b,$80.99,71 Reviews
"
        Instinct Raw Boost Grain-Free Recipe with Real Salmon & Freeze-Dried Raw Pieces Dry Dog Food",Instinct,a/b,"{'19-lb bag': '76.03', '4-lb bag': '29.99'}",29 Reviews
"
        Purina Pro Plan Sport All Life Stages Active 26/16 Formula Dry Dog Food, 37.5-lb bag",Purina Pro Plan,a/b,$54.01,258 Reviews
Nulo Freestyle Grain-Free Turkey & Sweet Potato Recipe Dry Dog Food,Nulo,a/b,"{'26-lb bag': '$82.99', '4.5-lb bag': '$19.99', '6-lb bag': '$25.99', '11-lb bag': '$38.99', '24-lb bag': '$71.99'}",126 Reviews
"
        Bundle: PetHonesty GrassGreen Duck Flavored Soft Chew Digestive & Lawn Protection Supplement for Dogs + Taste of the Wild High Prairie Grain-Free Dry Food", PetHonesty ,a/b,$81.98,0
"
        Bundle: Wellness CORE Digestive Health Wholesome Grains Chicken & Brown Rice Recipe Dry Food + Bowl Boosters Digestive Health Dry Dog Food Topper", Wellness ,a/b,$82.25,Read  1 Review
True Acre Foods Farmhouse Blend Weight Control with Chicken & Vegetable,True Acre Foods,a/b,"{'40-lb bag': '$51.87', '30-lb bag': '$40.73'}",44 Reviews
"
        ORIJEN Amazing Grains Regional Red Dry Dog Food",ORIJEN,a/b,"{'22.5-lb bag': '121.99', '4-lb bag': '30.99'}",0
"Kibbles 'n Bits Small Breed Mini Bits Savory Beef & Chicken Flavors Dry Dog Food, 16-lb bag",Kibbles 'n Bits,a/b,"{'16-lb bag': '$12.99', '3.5-lb bag': None, '4.2-lb bag': '$4.88', '8-lb bag': None, '31-lb bag': '$10.32'}",147 Reviews
"
        Hill's Prescription Diet z/d Skin/Food Sensitivities Small Bites Original Flavor Dry Dog Food, 7 lb bag",Hill's Prescription Diet,a/b,$45.99,160 Reviews
AvoDerm Original Lamb Meal & Brown Rice Recipe Adult Dry Dog Food,AvoDerm,a/b,"{'26-lb bag': '$52.99', '4.4-lb bag': '$16.87', '5-lb bag': '$14.90', '15-lb bag': '$36.99', '18-lb bag': '$41.28', '30-lb bag': '$57.34', '35-lb bag': '$69.96'}",74 Reviews
"
        Bundle: Hill's Science Diet Adult Sensitive Stomach & Skin Chicken Recipe Dry Food, 15.5-lb bag + Tender Turkey & Rice Stew Canned Dog Food", Hill's Science Diet ,a/b,$78.67,Read  1 Review
"
        Bundle: Natural Balance L.I.D. Limited Ingredient Diets Grain-Free Salmon & Sweet Potato Formula Dry Food + Sweet Potato & Fish Formula Dog Treats", Natural Balance ,a/b,$70.07,0
"
        Bundle: American Journey Active Life Formula Poultry & Beef Variety Pack Canned Dog Food + Beef, Brown Rice & Vegetables Recipe Dry Food", American Journey ,a/b,$70.63,0
"
        Solid Gold Mmillennia With Natural Beef, Brown Rice & Peas Dry Dog Food, 24-lb bag",Solid Gold,a/b,$52.99,74 Reviews
Go! SENSITIVITIES Limited Ingredient Turkey Grain-Free Dry Dog Food,Go!,a/b,"{'22-lb bag': '$72.99', '3.5-lb bag': '$17.99', '6-lb bag (Original)': '$23.99', '6-lb bag': '$23.99', '12-lb bag (Original)': '$45.87', '12-lb bag': '$47.99', '25-lb bag (Original)': '$65.99', '25-lb bag': '$65.99'}",72 Reviews
Royal Canin Veterinary Diet Adult Weight Control Medium Breed Dry Dog Food,Royal Canin Veterinary Diet,a/b,"{'17.6-lb bag': '$57.99', '7.7-lb bag': '$34.99', '26.4-lb bag': '$98.59'}",20 Reviews
"
        CANIDAE All Life Stages Turkey Meal & Rice Formula Large Breed Dry Dog Food",CANIDAE,a/b,"{'44-lb bag': '74.99', '30-lb bag': '62.99'}",124 Reviews
"
        Bundle: Hill's Science Diet Adult Small & Mini Perfect Weight Dry Food, 4-lb bag + Perfect Weight Hearty Vegetable & Chicken Stew Canned Dog Food", Hill's Science Diet ,a/b,$56.13,2 Reviews
"
        Wellness CORE RawRev Grain-Free Ocean Whitefish, Herring & Salmon Meal Recipe Dry Dog Food",Wellness,a/b,"{'10-lb bag': '48.99', '4-lb bag': '21.99', '18-lb bag': '72.98'}",18 Reviews
"
        Hill's Prescription Diet i/d Digestive Care Chicken Flavor Dry Dog Food",Hill's Prescription Diet,a/b,"{'17.6-lb bag': '81.99', '8.5-lb bag': '49.99', '27.5-lb bag': '107.99'}",810 Reviews
"
        Purina Pro Plan Veterinary Diets NF Kidney Function Dry Dog Food",Purina Pro Plan Veterinary Diets,a/b,"{'18-lb bag': '69.99', '6-lb bag': '32.99', '34-lb bag': '106.99'}",346 Reviews
"
        Merrick Backcountry Freeze-Dried Raw Hero's Banquet Recipe Dry Dog Food",Merrick,a/b,"{'20-lb bag': '74.98', '4-lb bag': '25.98'}",146 Reviews
"
        Zignature Lamb Formula Small Bites Dry Dog Food",Zignature,a/b,"{'4-lb bag': '15.24', '13.5-lb bag': '41.24'}",40 Reviews
"
        VICTOR Select Lamb Meal & Brown Rice Dry Dog Food",VICTOR,a/b,"{'5-lb bag': '16.99', '40-lb bag': '69.99', '15-lb bag': '34.99'}",112 Reviews
"
        Bundle: Blue Buffalo Delectables Chicken & Beef Dinner Variety Pack Wet Food Topper + Freedom Chicken Recipe Dry Dog Food", Blue Buffalo ,a/b,$76.17,0
"
        Stella & Chewy's Wild Red Raw Blend Kibble Grain-Free Red Meat Recipe Dry Dog Food",Stella & Chewy's,a/b,"{'3.5-lb bag': '25.99', '21-lb bag': '61.59'}",10 Reviews
"
        American Journey Grain-Free with Salmon, Whitefish & Trout Dry Dog Food, 24-lb bag",American Journey,a/b,$49.99,20 Reviews
"
        Purina ONE +Plus Joint Health Formula Adult Dry Dog Food",Purina ONE,a/b,"{'31.1-lb bag': '41.99', '16.5-lb bag': '28.49'}",56 Reviews
"
        Bundle: Natural Balance L.I.D. Limited Ingredient Diets Chicken & Sweet Potato Formula Dry Food + American Journey Limited Ingredient Diet Chicken & Sweet Potato Recipe Canned Dog Food", Natural Balance ,a/b,$90.97,0
"
        Wellness Large Breed Complete Health Adult Deboned Chicken & Brown Rice Recipe Dry Dog Food",Wellness,a/b,"{'30-lb bag': '64.98', '15-lb bag': '42.93'}",272 Reviews
Purina Pro Plan Veterinary Diets EN Gastroenteric Naturals Dry Dog Food,Purina Pro Plan Veterinary Diets,a/b,"{'6-lb bag': '$39.99', '18-lb bag': '$78.49', '32-lb bag': '$114.99'}",75 Reviews
"
        Bundle: Hill's Science Diet Adult Small Paws Chicken Meal & Rice Recipe Dry Food + Chicken & Barley Entree Canned Dog Food", Hill's Science Diet ,a/b,$66.53,0
"
        Bundle: Hill's Science Diet Adult Perfect Weight Chicken Recipe Dry Food, 15-lb bag + Hearty Vegetable & Chicken Stew Canned Dog Food", Hill's Science Diet ,a/b,$81.63,2 Reviews
Forza10 Nutraceutic Behavioral Diet Dry Dog Food,Forza10,a/b,"{'18-lb bag': '$73.52', '6-lb bag': '$45.99'}",5 Reviews
"
        Bundle: Merrick Real Chicken + Sweet Potato Recipe Grain-Free Adult Dry Food + Lil'Plates Mini Medley Wet Dog Food Variety Pack", Merrick ,a/b,$89.86,0
Blue Seal EnTrust Adult Chicken Meal & Barley Recipe Dry Dog Food,Blue Seal,a/b,"{'6-lb bag': '$12.87', '20-lb bag': '$33.08', '40-lb bag': '$53.14'}",1 Review
"SPORTMiX Premium Maintenance Adult Dry Dog Food, 50-lb bag",SPORTMiX,a/b,"{'50-lb bag': '$36.49', '16.5-lb bag': '$11.99', '40-lb bag': '$25.99'}",23 Reviews
"Nature's Recipe Large Breed Grain-Free Chicken, Sweet Potato & Pumpkin Recipe Dry Dog Food",Nature's Recipe,a/b,"{'24-lb bag': '$45.98', '14-lb bag': '$33.72', '24-lb bag, bundle of 2': '$87.36'}",133 Reviews
"
        Merrick Limited Ingredient Diet with Healthy Grains Real Salmon & Brown Rice Recipe Dry Dog Food",Merrick,a/b,"{'22-lb bag': '64.98', '4-lb bag': '21.98', '12-lb bag': '44.98'}",48 Reviews
"
        Wellness CORE RawRev Grain-Free Wild Game Recipe with Freeze Dried Lamb Dry Dog Food",Wellness,a/b,"{'4-lb bag': '19.98', '10-lb bag': '48.99', '18-lb bag': '75.12'}",128 Reviews
"
        Bundle: YuMOVE Lintbells YuCALM Calming Soft Chews Small Breed Dog Supplement + Purina Pro Plan Adult Sensitive Skin & Stomach Salmon & Rice Formula Dry Food", YuMOVE ,a/b,$80.08,0
